time,pos_x,pos_z,rot_y
1806.047,-4.5,-4.5,45
1806.059,-4.5,-4.5,45
1806.067,-4.5,-4.5,45
1806.076,-4.5,-4.5,45
1806.084,-4.5,-4.5,45
1806.094,-4.5,-4.5,45
1806.103,-4.5,-4.5,45
1806.111,-4.5,-4.5,45
1806.12,-4.5,-4.5,45
1806.129,-4.5,-4.5,45
1806.139,-4.5,-4.5,45
1806.147,-4.5,-4.5,45
1806.156,-4.5,-4.5,45
1806.164,-4.5,-4.5,45
1806.172,-4.5,-4.5,45
1806.181,-4.5,-4.5,45
1806.189,-4.5,-4.5,45
1806.198,-4.5,-4.5,45
1806.206,-4.5,-4.5,45
1806.214,-4.5,-4.5,45
1806.223,-4.5,-4.5,45
1806.232,-4.5,-4.5,45
1806.24,-4.5,-4.5,45
1806.248,-4.5,-4.5,45
1806.257,-4.5,-4.5,45
1806.266,-4.5,-4.5,45
1806.274,-4.5,-4.5,45
1806.282,-4.5,-4.5,45
1806.291,-4.5,-4.5,45
1806.299,-4.5,-4.5,45
1806.309,-4.5,-4.5,45
1806.318,-4.5,-4.5,45
1806.327,-4.5,-4.5,45
1806.335,-4.5,-4.5,45
1806.344,-4.5,-4.5,45
1806.352,-4.5,-4.5,45
1806.361,-4.5,-4.5,45
1806.369,-4.5,-4.5,45
1806.378,-4.5,-4.5,45
1806.387,-4.5,-4.5,45
1806.396,-4.5,-4.5,45
1806.404,-4.5,-4.5,45
1806.412,-4.5,-4.5,45
1806.421,-4.5,-4.5,45
1806.429,-4.5,-4.5,45
1806.438,-4.5,-4.5,45
1806.446,-4.5,-4.5,45
1806.454,-4.5,-4.5,45
1806.463,-4.5,-4.5,45
1806.471,-4.5,-4.5,45
1806.48,-4.5,-4.5,45
1806.488,-4.5,-4.5,45
1806.496,-4.5,-4.5,45
1806.505,-4.5,-4.5,45
1806.513,-4.5,-4.5,45
1806.522,-4.5,-4.5,44.9796
1806.531,-4.5,-4.5,44.9407
1806.539,-4.5,-4.5,44.8855
1806.547,-4.5,-4.5,44.8127
1806.556,-4.5,-4.5,44.7221
1806.564,-4.5,-4.5,44.6139
1806.572,-4.5,-4.5,44.4879
1806.581,-4.5,-4.5,44.3442
1806.589,-4.5,-4.5,44.1828
1806.597,-4.5,-4.5,44.0037
1806.606,-4.5,-4.5,43.8069
1806.614,-4.5,-4.5,43.5924
1806.622,-4.5,-4.5,43.3602
1806.631,-4.5,-4.5,43.1102
1806.639,-4.5,-4.5,42.8426
1806.647,-4.5,-4.5,42.5572
1806.656,-4.5,-4.5,42.2542
1806.664,-4.5,-4.5,41.9334
1806.673,-4.5,-4.5,41.5812
1806.689,-4.5,-4.5,40.8492
1806.698,-4.5,-4.5,40.4368
1806.706,-4.5,-4.5,40.0267
1806.714,-4.5,-4.5,39.5988
1806.723,-4.5,-4.5,39.1532
1806.731,-4.5,-4.5,38.6899
1806.74,-4.5,-4.5,38.2089
1806.748,-4.5,-4.5,37.6973
1806.756,-4.5,-4.5,37.1805
1806.765,-4.5,-4.5,36.6459
1806.773,-4.5,-4.5,36.0806
1806.782,-4.5,-4.5,35.498
1806.791,-4.5,-4.5,34.9623
1806.799,-4.5,-4.5,34.4651
1806.808,-4.5,-4.5,33.9856
1806.816,-4.5,-4.5,33.5239
1806.825,-4.5,-4.5,33.052
1806.833,-4.5,-4.5,32.6268
1806.842,-4.5,-4.5,32.2186
1806.85,-4.5,-4.5,31.8289
1806.858,-4.5,-4.5,31.4569
1806.867,-4.5,-4.5,31.1025
1806.875,-4.5,-4.5,30.7659
1806.883,-4.5,-4.5,30.447
1806.892,-4.5,-4.5,30.1454
1806.9,-4.5,-4.5,29.8619
1806.908,-4.5,-4.5,29.5961
1806.917,-4.5,-4.5,29.3481
1806.925,-4.5,-4.5,29.1177
1806.934,-4.5,-4.5,28.8979
1806.942,-4.5,-4.5,28.7036
1806.95,-4.5,-4.5,28.5237
1806.959,-4.5,-4.5,28.3651
1806.967,-4.5,-4.5,28.2244
1806.975,-4.5,-4.5,28.1013
1806.984,-4.5,-4.5,27.9959
1806.992,-4.5,-4.5,27.9083
1807,-4.5,-4.5,27.8384
1807.009,-4.5,-4.5,27.7861
1807.017,-4.5,-4.5,27.7516
1807.025,-4.5,-4.5,27.7349
1807.034,-4.5,-4.5,27.7349
1807.042,-4.5,-4.5,27.7349
1807.05,-4.5,-4.5,27.7349
1807.059,-4.5,-4.5,27.7349
1807.067,-4.5,-4.5,27.7349
1807.077,-4.5,-4.5,27.7349
1807.085,-4.5,-4.5,27.7349
1807.094,-4.5,-4.5,27.7349
1807.102,-4.5,-4.5,27.7349
1807.11,-4.5,-4.5,27.7349
1807.119,-4.5,-4.5,27.7349
1807.128,-4.5,-4.5,27.7349
1807.137,-4.5,-4.5,27.7349
1807.145,-4.5,-4.5,27.7349
1807.153,-4.5,-4.5,27.7349
1807.162,-4.5,-4.5,27.7349
1807.17,-4.5,-4.5,27.7349
1807.179,-4.5,-4.5,27.7349
1807.187,-4.5,-4.5,27.7349
1807.195,-4.5,-4.5,27.7349
1807.204,-4.5,-4.5,27.7349
1807.212,-4.5,-4.5,27.7349
1807.221,-4.5,-4.5,27.7349
1807.229,-4.5,-4.5,27.7349
1807.238,-4.5,-4.5,27.7349
1807.246,-4.5,-4.5,27.7349
1807.254,-4.5,-4.5,27.7349
1807.263,-4.5,-4.5,27.7349
1807.272,-4.5,-4.5,27.7349
1807.281,-4.5,-4.5,27.7106
1807.29,-4.5,-4.5,27.6723
1807.299,-4.5,-4.5,27.61
1807.309,-4.5,-4.5,27.5152
1807.319,-4.5,-4.5,27.3977
1807.328,-4.5,-4.5,27.2662
1807.336,-4.5,-4.5,27.1274
1807.345,-4.5,-4.5,26.9725
1807.353,-4.5,-4.5,26.7999
1807.361,-4.5,-4.5,26.6096
1807.37,-4.5,-4.5,26.4012
1807.378,-4.5,-4.5,26.1759
1807.387,-4.5,-4.5,25.9149
1807.395,-4.5,-4.5,25.6527
1807.403,-4.5,-4.5,25.3726
1807.412,-4.5,-4.5,25.0488
1807.421,-4.5,-4.5,24.7306
1807.429,-4.5,-4.5,24.396
1807.438,-4.5,-4.5,24.0436
1807.446,-4.5,-4.5,23.6735
1807.455,-4.5,-4.5,23.2652
1807.463,-4.5,-4.5,22.8588
1807.473,-4.5,-4.5,22.3584
1807.482,-4.4989,-4.4972,21.8773
1807.49,-4.4974,-4.4934,21.4134
1807.498,-4.4955,-4.4884,20.9317
1807.507,-4.4932,-4.4823,20.4324
1807.515,-4.4905,-4.4749,19.9153
1807.523,-4.4875,-4.4664,19.3805
1807.532,-4.4842,-4.4566,18.828
1807.54,-4.4806,-4.4457,18.2578
1807.549,-4.4766,-4.4332,17.6593
1807.557,-4.4725,-4.4197,17.051
1807.565,-4.468,-4.4047,16.4148
1807.574,-4.4635,-4.3887,15.7731
1807.582,-4.4592,-4.3726,15.1135
1807.59,-4.455,-4.3565,14.4364
1807.599,-4.4511,-4.3403,13.7415
1807.608,-4.447,-4.3228,12.9781
1807.616,-4.4435,-4.3065,12.2698
1807.624,-4.4402,-4.2901,11.5615
1807.633,-4.437,-4.2738,10.8531
1807.641,-4.4341,-4.2574,10.1447
1807.649,-4.4313,-4.2409,9.4364
1807.658,-4.4288,-4.2245,8.728
1807.666,-4.4265,-4.2079,8.0197
1807.675,-4.4243,-4.1907,7.2786
1807.683,-4.4224,-4.1741,6.5702
1807.691,-4.4207,-4.1575,5.8618
1807.7,-4.4192,-4.1409,5.1534
1807.708,-4.4179,-4.1243,4.4451
1807.716,-4.4168,-4.1077,3.7368
1807.725,-4.4159,-4.0899,2.9787
1807.734,-4.4152,-4.0723,2.2315
1807.743,-4.4147,-4.0539,1.4699
1807.752,-4.4145,-4.0366,0.7758
1807.76,-4.4144,-4.0199,0.1229
1807.769,-4.4146,-4.003,359.4779
1807.777,-4.4149,-3.9863,358.8609
1807.785,-4.4154,-3.9697,358.2615
1807.794,-4.4161,-3.953,357.68
1807.802,-4.417,-3.9361,357.1086
1807.811,-4.418,-3.9195,356.5628
1807.819,-4.4192,-3.9022,356.0136
1807.828,-4.4205,-3.8856,355.5045
1807.836,-4.4219,-3.869,355.0123
1807.844,-4.4235,-3.8522,354.5318
1807.853,-4.4253,-3.8356,354.0753
1807.861,-4.4271,-3.819,353.6366
1807.869,-4.4291,-3.8025,353.2155
1807.878,-4.4312,-3.786,352.8122
1807.886,-4.4334,-3.7694,352.4266
1807.895,-4.4357,-3.7524,352.0484
1807.903,-4.4381,-3.736,351.6987
1807.911,-4.4406,-3.7195,351.3668
1807.92,-4.4432,-3.703,351.0525
1807.928,-4.4459,-3.6865,350.7556
1807.936,-4.4487,-3.6701,350.4768
1807.945,-4.4515,-3.6537,350.2157
1807.953,-4.4544,-3.6372,349.972
