time,pos_x,pos_z,rot_y
1777.058,-4.5,-4.5,45
1777.07,-4.4023,-4.4023,45
1777.079,-4.3894,-4.3894,45
1777.088,-4.3776,-4.3776,45
1777.096,-4.3658,-4.3658,45
1777.104,-4.354,-4.354,45
1777.113,-4.3422,-4.3422,45
1777.121,-4.3304,-4.3304,45
1777.129,-4.3186,-4.3186,45
1777.14,-4.3037,-4.3037,45
1777.148,-4.2914,-4.2914,45
1777.157,-4.2792,-4.2792,45
1777.167,-4.2658,-4.2658,45
1777.177,-4.2512,-4.2512,45
1777.185,-4.2394,-4.2394,45
1777.194,-4.2384,-4.2384,45
1777.202,-4.2384,-4.2384,45
1777.211,-4.2384,-4.2384,45
1777.219,-4.2384,-4.2384,45
1777.228,-4.2384,-4.2384,45
1777.236,-4.2384,-4.2384,45
1777.244,-4.2384,-4.2384,45
1777.253,-4.2384,-4.2384,45
1777.261,-4.2384,-4.2384,45
1777.269,-4.2384,-4.2384,45
1777.278,-4.2384,-4.2384,45
1777.286,-4.2384,-4.2384,45
1777.294,-4.2384,-4.2384,45
1777.303,-4.2384,-4.2384,45
1777.315,-4.2384,-4.2384,45
1777.325,-4.2384,-4.2384,45
1777.336,-4.2384,-4.2384,45
1777.345,-4.2384,-4.2384,45
1777.353,-4.2384,-4.2384,45
1777.362,-4.2384,-4.2384,45
1777.37,-4.2384,-4.2384,45
1777.379,-4.2384,-4.2384,45
1777.387,-4.2384,-4.2384,45
1777.395,-4.2384,-4.2384,45
1777.404,-4.2384,-4.2384,45
1777.412,-4.2384,-4.2384,45
1777.421,-4.2384,-4.2384,45
1777.429,-4.2384,-4.2384,45
1777.438,-4.2384,-4.2384,45
1777.446,-4.2384,-4.2384,45
1777.463,-4.2384,-4.2384,45
1777.472,-4.2384,-4.2384,45
1777.48,-4.2384,-4.2384,45
1777.489,-4.2384,-4.2384,45
1777.497,-4.2384,-4.2384,45
1777.505,-4.2384,-4.2384,45
1777.514,-4.2384,-4.2384,44.9789
1777.523,-4.2384,-4.2384,44.9404
1777.531,-4.2384,-4.2384,44.883
1777.54,-4.2384,-4.2384,44.8095
1777.548,-4.2384,-4.2384,44.718
1777.556,-4.2384,-4.2384,44.609
1777.565,-4.2384,-4.2384,44.4824
1777.573,-4.2384,-4.2384,44.3358
1777.582,-4.2384,-4.2384,44.1735
1777.59,-4.2384,-4.2384,43.9935
1777.598,-4.2384,-4.2384,43.7958
1777.607,-4.2384,-4.2384,43.5803
1777.615,-4.2383,-4.2383,43.3472
1777.623,-4.2383,-4.2383,43.089
1777.632,-4.2383,-4.2383,42.8199
1777.641,-4.2383,-4.2383,42.5187
1777.649,-4.2383,-4.2383,42.2133
1777.657,-4.2383,-4.2383,41.8903
1777.666,-4.239,-4.2376,41.5496
1777.674,-4.2398,-4.2367,41.1777
1777.682,-4.2406,-4.2358,40.8009
1777.691,-4.2415,-4.2349,40.4064
1777.699,-4.2425,-4.2338,39.9942
1777.708,-4.2436,-4.2326,39.5643
1777.716,-4.2448,-4.2314,39.1167
1777.724,-4.246,-4.23,38.6514
1777.733,-4.2474,-4.2285,38.1542
1777.741,-4.2488,-4.227,37.6529
