time,pos_x,pos_z,rot_y
1767.109,-4.5,-4.5,45
1767.159,-4.42,-4.42,45
1767.174,-4.42,-4.42,45
1767.183,-4.42,-4.42,45
1767.192,-4.42,-4.42,45
1767.2,-4.42,-4.42,45
1767.208,-4.42,-4.42,45
1767.217,-4.42,-4.42,45
1767.226,-4.42,-4.42,45
1767.234,-4.42,-4.42,45
1767.243,-4.42,-4.42,45
1767.251,-4.42,-4.42,45
1767.259,-4.42,-4.42,45
1767.268,-4.42,-4.42,45
1767.276,-4.42,-4.42,45
1767.284,-4.42,-4.42,45
1767.292,-4.42,-4.42,45
1767.301,-4.42,-4.42,45
1767.31,-4.42,-4.42,45
1767.319,-4.42,-4.42,45
1767.328,-4.42,-4.42,45
1767.336,-4.42,-4.42,45
1767.344,-4.42,-4.42,45
1767.353,-4.42,-4.42,45
1767.363,-4.42,-4.42,45
1767.372,-4.42,-4.42,45
1767.381,-4.42,-4.42,45
1767.391,-4.42,-4.42,45
1767.399,-4.42,-4.42,45
1767.408,-4.42,-4.42,45
1767.417,-4.42,-4.42,45
1767.426,-4.42,-4.42,45
1767.435,-4.42,-4.42,45
1767.444,-4.42,-4.42,45
1767.455,-4.42,-4.42,45
1767.463,-4.42,-4.42,45
1767.472,-4.42,-4.42,45
1767.48,-4.42,-4.42,45
1767.492,-4.42,-4.42,45
1767.5,-4.42,-4.42,45
1767.508,-4.42,-4.42,45
1767.518,-4.42,-4.42,45
1767.526,-4.42,-4.42,45
1767.535,-4.42,-4.42,45
1767.543,-4.42,-4.42,45
1767.552,-4.42,-4.42,45
1767.561,-4.42,-4.42,45
1767.569,-4.42,-4.42,45
1767.577,-4.42,-4.42,45
1767.585,-4.42,-4.42,45
1767.594,-4.42,-4.42,45
1767.602,-4.42,-4.42,45
1767.61,-4.42,-4.42,45
1767.619,-4.42,-4.42,45
1767.628,-4.42,-4.42,45
1767.636,-4.42,-4.42,45
1767.644,-4.42,-4.42,45
1767.654,-4.42,-4.42,45
1767.662,-4.42,-4.42,45
1767.67,-4.42,-4.42,45
1767.679,-4.42,-4.42,45
1767.687,-4.42,-4.42,45
1767.695,-4.42,-4.42,45
1767.704,-4.42,-4.42,45
1767.712,-4.42,-4.42,45
1767.721,-4.42,-4.42,45
1767.73,-4.42,-4.42,45
1767.738,-4.42,-4.42,45
1767.746,-4.42,-4.42,45
1767.755,-4.42,-4.42,45
1767.763,-4.42,-4.42,45
1767.772,-4.42,-4.42,45
1767.781,-4.42,-4.42,45
1767.789,-4.42,-4.42,45
1767.797,-4.42,-4.42,45
1767.806,-4.42,-4.42,45
1767.814,-4.42,-4.42,45
1767.823,-4.42,-4.42,45
1767.831,-4.42,-4.42,45
1767.839,-4.42,-4.42,45
1767.848,-4.42,-4.42,45
1767.857,-4.42,-4.42,45
1767.865,-4.42,-4.42,45
1767.874,-4.42,-4.42,45
1767.882,-4.42,-4.42,45
1767.891,-4.42,-4.42,45
1767.9,-4.42,-4.42,45
1767.908,-4.42,-4.42,45
1767.917,-4.42,-4.42,45
1767.925,-4.42,-4.42,45
1767.933,-4.42,-4.42,45
1767.942,-4.42,-4.42,45
1767.95,-4.42,-4.42,45
1767.959,-4.42,-4.42,45
1767.967,-4.42,-4.42,45
1767.975,-4.42,-4.42,45
1767.984,-4.42,-4.42,45
1767.992,-4.42,-4.42,45
1768,-4.42,-4.42,45
1768.009,-4.42,-4.42,45
1768.017,-4.42,-4.42,45
1768.025,-4.42,-4.42,45
1768.034,-4.42,-4.42,45
1768.042,-4.42,-4.42,45
1768.051,-4.42,-4.42,45
1768.059,-4.42,-4.42,45
1768.067,-4.42,-4.42,45
1768.076,-4.42,-4.42,45
1768.084,-4.42,-4.42,45
1768.093,-4.42,-4.42,45
1768.101,-4.42,-4.42,45
1768.109,-4.42,-4.42,45
1768.118,-4.42,-4.42,45
1768.126,-4.42,-4.42,45
1768.134,-4.42,-4.42,45
1768.143,-4.42,-4.42,45
1768.152,-4.42,-4.42,45
1768.169,-4.42,-4.42,45
1768.177,-4.42,-4.42,45
1768.186,-4.42,-4.42,45
1768.198,-4.42,-4.42,45
1768.21,-4.42,-4.42,45
1768.223,-4.42,-4.42,45
1768.234,-4.42,-4.42,45
1768.245,-4.42,-4.42,45
1768.256,-4.42,-4.42,45
1768.268,-4.42,-4.42,45
1768.28,-4.42,-4.42,45
1768.292,-4.42,-4.42,45
1768.305,-4.42,-4.42,45
1768.321,-4.42,-4.42,45
1768.334,-4.42,-4.42,45
1768.346,-4.42,-4.42,45
1768.36,-4.42,-4.42,45
1768.371,-4.42,-4.42,45
1768.382,-4.42,-4.42,45
1768.394,-4.42,-4.42,45
1768.405,-4.42,-4.42,45
1768.413,-4.42,-4.42,45
1768.422,-4.42,-4.42,45
1768.43,-4.42,-4.42,45
1768.44,-4.42,-4.42,45
1768.45,-4.42,-4.42,45
1768.459,-4.42,-4.42,45
1768.468,-4.42,-4.42,45
1768.477,-4.42,-4.42,45
1768.485,-4.42,-4.42,45
1768.493,-4.42,-4.42,45
1768.502,-4.42,-4.42,45
1768.51,-4.42,-4.42,45
1768.519,-4.42,-4.42,45
1768.527,-4.42,-4.42,45
1768.535,-4.42,-4.42,45
1768.544,-4.42,-4.42,45
1768.553,-4.42,-4.42,45
1768.561,-4.42,-4.42,45
1768.569,-4.42,-4.42,45
1768.578,-4.42,-4.42,45
1768.586,-4.42,-4.42,45
1768.594,-4.42,-4.42,45
1768.603,-4.42,-4.42,45
1768.611,-4.42,-4.42,45
1768.62,-4.42,-4.42,45
1768.628,-4.42,-4.42,45
1768.637,-4.42,-4.42,45
1768.646,-4.42,-4.42,45
1768.654,-4.42,-4.42,45
1768.662,-4.42,-4.42,45
1768.671,-4.42,-4.42,45
1768.679,-4.42,-4.42,45
1768.689,-4.42,-4.42,45.0223
1768.701,-4.42,-4.42,45.0903
1768.71,-4.42,-4.42,45.1646
1768.719,-4.42,-4.42,45.2517
1768.727,-4.42,-4.42,45.3537
1768.736,-4.42,-4.42,45.4772
1768.744,-4.42,-4.42,45.6151
1768.753,-4.42,-4.42,45.7796
1768.761,-4.42,-4.42,45.954
1768.77,-4.42,-4.42,46.146
1768.778,-4.42,-4.42,46.3557
1768.786,-4.42,-4.42,46.5868
1768.795,-4.42,-4.42,46.8321
1768.803,-4.42,-4.42,47.0952
1768.812,-4.42,-4.42,47.3795
1768.82,-4.42,-4.42,47.6914
1768.83,-4.4186,-4.4187,48.0853
1768.84,-4.4162,-4.4166,48.4622
1768.848,-4.4131,-4.4139,48.8206
1768.856,-4.4089,-4.4103,49.2029
1768.865,-4.4038,-4.4059,49.597
1768.874,-4.3971,-4.4004,50.0429
1768.882,-4.39,-4.3944,50.4742
1768.89,-4.3818,-4.3878,50.9228
1768.899,-4.3726,-4.3804,51.3892
1768.908,-4.3611,-4.3715,51.9269
1768.917,-4.3485,-4.3618,52.4786
1768.925,-4.3359,-4.3523,53.0017
1768.934,-4.3225,-4.3424,53.5424
1768.942,-4.309,-4.3326,54.1009
1768.951,-4.2946,-4.3224,54.7124
1768.959,-4.2809,-4.3129,55.3073
1768.968,-4.2671,-4.3036,55.9199
1768.976,-4.2532,-4.2944,56.5503
1768.984,-4.2392,-4.2854,57.1984
1768.993,-4.2248,-4.2764,57.875
1769.001,-4.2106,-4.2677,58.5588
1769.01,-4.2049,-4.2683,59.3278
1769.018,-4.2017,-4.2712,60.0361
1769.027,-4.1983,-4.2742,60.7445
1769.035,-4.1947,-4.2774,61.4591
1769.044,-4.191,-4.2807,62.1686
1769.052,-4.1869,-4.2843,62.9289
1769.061,-4.1829,-4.2879,63.6373
1769.069,-4.1787,-4.2916,64.3516
1769.078,-4.1742,-4.2955,65.0599
1769.086,-4.1693,-4.2996,65.7683
1769.095,-4.1635,-4.3042,66.5417
1769.103,-4.1578,-4.3087,67.2502
1769.113,-4.1508,-4.314,68.0372
1769.122,-4.1434,-4.3193,68.7795
1769.131,-4.1361,-4.3243,69.4498
1769.139,-4.1286,-4.3294,70.0822
1769.147,-4.1206,-4.3345,70.6971
1769.156,-4.1115,-4.3402,71.3451
1769.165,-4.1025,-4.3454,71.9236
1769.173,-4.0932,-4.3507,72.4843
1769.182,-4.0833,-4.3559,73.0267
1769.19,-4.073,-4.3611,73.5512
1769.198,-4.0622,-4.3662,74.0586
1769.207,-4.0509,-4.3712,74.5478
1769.215,-4.0387,-4.3764,75.0412
1769.224,-4.0263,-4.3811,75.4999
1769.232,-4.0136,-4.3856,75.9349
1769.24,-4.0005,-4.3899,76.3544
1769.249,-3.9869,-4.394,76.7558
1769.257,-3.973,-4.3977,77.1374
1769.266,-3.9571,-4.4015,77.5393
1769.275,-3.9415,-4.4046,77.903
1769.284,-3.9265,-4.4072,78.2284
1769.292,-3.9112,-4.4094,78.5362
1769.301,-3.8932,-4.4114,78.8672
1769.312,-3.8736,-4.4129,79.194
1769.322,-3.8536,-4.4135,79.4956
1769.331,-3.8357,-4.4134,79.7417
1769.339,-3.8193,-4.4128,79.9483
1769.348,-3.8028,-4.4117,80.1371
1769.356,-3.7863,-4.4101,80.3081
1769.365,-3.7697,-4.4079,80.4621
1769.373,-3.7532,-4.4051,80.5985
1769.381,-3.7367,-4.4024,80.7163
1769.39,-3.7203,-4.3998,80.8163
1769.398,-3.7038,-4.3971,80.8986
1769.406,-3.6873,-4.3945,80.9633
1769.415,-3.6699,-4.3917,81.0119
1769.423,-3.6534,-4.3892,81.0401
1769.432,-3.6369,-4.3866,81.0505
1769.44,-3.6205,-4.384,81.0505
1769.448,-3.6039,-4.3814,81.0505
1769.458,-3.586,-4.3785,81.0505
1769.466,-3.5695,-4.3759,81.0505
1769.474,-3.553,-4.3733,81.0505
1769.483,-3.5355,-4.3706,81.0505
1769.492,-3.5178,-4.3678,81.0505
1769.5,-3.5013,-4.3652,81.0505
1769.509,-3.4848,-4.3626,81.0505
1769.517,-3.4684,-4.36,81.0505
1769.525,-3.4519,-4.3574,81.0505
1769.534,-3.4348,-4.3547,81.0505
1769.542,-3.4183,-4.3521,81.0505
1769.551,-3.4018,-4.3495,81.0505
1769.568,-3.3689,-4.3443,81.0505
1769.576,-3.3514,-4.3416,81.0505
1769.585,-3.3346,-4.339,81.0505
1769.593,-3.3182,-4.3364,81.0505
1769.601,-3.3017,-4.3338,81.0505
1769.612,-3.2815,-4.3306,81.0505
1769.62,-3.265,-4.328,81.0505
1769.629,-3.2481,-4.3253,81.0505
1769.639,-3.2274,-4.3221,81.0505
1769.647,-3.2109,-4.3195,81.0505
1769.656,-3.1945,-4.3169,81.0505
1769.664,-3.178,-4.3143,81.0505
1769.674,-3.1589,-4.3113,81.0505
1769.682,-3.1424,-4.3087,81.0505
