time,pos_x,pos_z,rot_y
1812.614,-4.5,-4.5,45
1812.626,-4.5,-4.5,45
1812.636,-4.5,-4.5,45
1812.645,-4.5,-4.5,45
1812.653,-4.5,-4.5,45
1812.662,-4.5,-4.5,45
1812.671,-4.5,-4.5,45
1812.68,-4.5,-4.5,45
1812.688,-4.5,-4.5,45
1812.697,-4.5,-4.5,45
1812.705,-4.5,-4.5,45
1812.714,-4.5,-4.5,45
1812.722,-4.5,-4.5,45
1812.731,-4.5,-4.5,45
1812.74,-4.5,-4.5,45
1812.748,-4.5,-4.5,45
1812.756,-4.5,-4.5,45
1812.765,-4.5,-4.5,45
1812.773,-4.5,-4.5,45
1812.781,-4.5,-4.5,45
1812.79,-4.5,-4.5,45
1812.798,-4.5,-4.5,45
1812.806,-4.5,-4.5,45
1812.815,-4.5,-4.5,45
1812.823,-4.5,-4.5,45
1812.831,-4.5,-4.5,45
1812.84,-4.5,-4.5,45
1812.848,-4.5,-4.5,45
1812.856,-4.5,-4.5,45
1812.865,-4.5,-4.5,45
1812.873,-4.5,-4.5,45
1812.881,-4.5,-4.5,45
1812.89,-4.5,-4.5,45
1812.898,-4.5,-4.5,45
1812.906,-4.5,-4.5,45
1812.915,-4.5,-4.5,45
1812.923,-4.5,-4.5,45
1812.932,-4.5,-4.5,45
1812.94,-4.5,-4.5,45
1812.948,-4.5,-4.5,45
1812.957,-4.5,-4.5,45
1812.965,-4.5,-4.5,45
1812.973,-4.5,-4.5,45
1812.982,-4.5,-4.5,45
1812.99,-4.5,-4.5,45
1812.998,-4.5,-4.5,45
1813.007,-4.5,-4.5,45
1813.015,-4.5,-4.5,45
1813.023,-4.5,-4.5,45
1813.032,-4.5,-4.5,45
1813.04,-4.5,-4.5,45
1813.048,-4.5,-4.5,45
1813.057,-4.5,-4.5,45
1813.065,-4.5,-4.5,45
1813.073,-4.5,-4.5,45
1813.082,-4.5,-4.5,45
1813.09,-4.5,-4.5,45
1813.098,-4.5,-4.5,45
1813.107,-4.5,-4.5,45
1813.115,-4.5,-4.5,45
1813.124,-4.5,-4.5,45
1813.132,-4.5,-4.5,45
1813.14,-4.5,-4.5,45
1813.149,-4.5,-4.5,45
1813.157,-4.5,-4.5,45
1813.165,-4.5,-4.5,45
1813.174,-4.5,-4.5,45
1813.182,-4.5,-4.5,45
1813.191,-4.5,-4.5,45
1813.2,-4.5,-4.5,45
1813.208,-4.5,-4.5,45
1813.217,-4.5,-4.5,45
1813.225,-4.5,-4.5,45
1813.234,-4.5,-4.5,45
1813.242,-4.5,-4.5,45
1813.25,-4.5,-4.5,45
1813.259,-4.5,-4.5,45
1813.267,-4.5,-4.5,45
1813.276,-4.5,-4.5,45
1813.284,-4.5,-4.5,45
1813.293,-4.5,-4.5,45
1813.302,-4.5,-4.5,45
1813.311,-4.5,-4.5,45
1813.319,-4.5,-4.5,45
1813.33,-4.5,-4.5,45
1813.34,-4.5,-4.5,45
1813.349,-4.5,-4.5,45
1813.358,-4.5,-4.5,45
1813.366,-4.5,-4.5,45
1813.384,-4.5,-4.5,44.9219
1813.393,-4.5,-4.5,44.8547
1813.402,-4.5,-4.5,44.7792
1813.41,-4.5,-4.5,44.6861
1813.418,-4.5,-4.5,44.5751
1813.427,-4.5,-4.5,44.4463
1813.435,-4.5,-4.5,44.3002
1813.443,-4.5,-4.5,44.1362
